subject_version_code,main_competence_name,specific_competence_name,learning_activity_name,la_periods
2023-JSS015-Kidato II,Kumudu misingi ya Kiswahili,Kukuza uelewa wa sarufi ya Kiswahili,Kuzungumza kwa kutumia miundo changamani ya sentensi katika miktadha mbalimbali (sentensi ambatani na changamani),13
2023-JSS015-Kidato II,Kumudu misingi ya Kiswahili,Kukuza uelewa wa sarufi ya Kiswahili,Kuandika matini fupi kwa kutumia miundo changamani ya sentensi,13
2023-JSS015-Kidato II,Kumudu lugha ya mazungumzo na ya maandishi,Kusikiliza na kuelewa mazungumzo,"Kusikiliza habari changamani kwa umakini, udadisi na kuuliza maswali",12
2023-JSS015-Kidato II,Kumudu lugha ya mazungumzo na ya maandishi,Kusikiliza na kuelewa mazungumzo,Kusikiliza mijadala/habari changamani na kuwasilisha mawazo makuu aliyoyapata kwa kuzingatia uwazi na uwekevu,12
2023-JSS015-Kidato II,Kumudu lugha ya mazungumzo na ya maandishi,Kusoma matini kwa ufasaha na ufahamu,Kusoma matini ndefu changamani kwa kina na utunduizi,12
2023-JSS015-Kidato II,Kumudu lugha ya mazungumzo na ya maandishi,Kusoma matini kwa ufasaha na ufahamu,"Kusoma matini ndefu changamani, kuandika muhtasari wa hoja kuu zilizomo na kutoa maoni juu ya hoja hizo",12
2023-JSS015-Kidato II,Kuwasiliana katika miktadha mbalimbali,Kuwasiliana kwa ufasaha kwa njia ya mazungumzo,"Kuzungumza kwa kutumia mitindo mbalimbali ya lugha ya mazungumzo na kwa kuzingatia miktadha, umri, jinsia na uhusiano",12
2023-JSS015-Kidato II,Kuwasiliana katika miktadha mbalimbali,Kuwasiliana kwa ufasaha kwa njia ya mazungumzo,Kutumia kwa usahihi ishara zinazoambatana na mazungumzo katika kuwasiliana,12
2023-JSS015-Kidato II,Kuwasiliana katika miktadha mbalimbali,Kuwasiliana kwa njia ya maandishi katika miktadha mbalimbali,Kuandika insha za wasifu na hoja (za kisanaa na zisizo za kisanaa),14
2023-JSS015-Kidato II,Kuwasiliana katika miktadha mbalimbali,Kuwasiliana kwa njia ya maandishi katika miktadha mbalimbali,Kusikiliza hoja na kuandika kumbukumbu,14
2023-JSS015-Kidato III,Kumudu misingi ya Kiswahili,Kukuza uelewa wa sarufi ya Kiswahili,"Kuunda maneno kwa njia mbalimbali kutokana na habari alizozisoma au kuzisikiliza (mf. utohoaji, uradidi, uhulutishaji)",5
2023-JSS015-Kidato III,Kumudu misingi ya Kiswahili,Kukuza uelewa wa sarufi ya Kiswahili,Kuandika habari kwa kuzingatia maneno yaliyoundwa kwa njia mbalimbali,5
2023-JSS015-Kidato III,Kumudu misingi ya Kiswahili,Kukuza uelewa wa sarufi ya Kiswahili,"Kujenga hoja za uga mahususi kwa kutumia miundo mbalimbali ya sentensi (mf. siasa, uchumi, kilimo na biashara)",5
2023-JSS015-Kidato III,Kumudu misingi ya Kiswahili,Kukuza uelewa wa sarufi ya Kiswahili,Kuandika matini ndefu na changamani kwa kutumia miundo mbalimbali ya sentensi,5
2023-JSS015-Kidato III,Kumudu lugha ya mazungumzo na ya maandishi,Kusikiliza na kuelewa mazungumzo,Kusikiliza habari changamani kitunduizi na kuchangia au kutoa maoni mwafaka,5
2023-JSS015-Kidato III,Kumudu lugha ya mazungumzo na ya maandishi,Kusikiliza na kuelewa mazungumzo,"Kusikiliza habari na kuzielezea kwa maneno yake mwenyewe kwa kuzingatia stadi za mawasiliano (mf. uwazi, ukamilifu wa hoja, usahihi, muwala, uwekevu na staha)",5
2023-JSS015-Kidato III,Kumudu lugha ya mazungumzo na ya maandishi,Kusoma matini kwa ufasaha na ufahamu,"Kusoma matini ndefu changamani na kuelezea kwa maandishi mawazo makuu yaliyomo kwa kuzingatia stadi za mawasiliano (mf. uwazi, ukamilifu wa hoja, usahihi, muwala, uwekevu na staha)",5
2023-JSS015-Kidato III,Kumudu lugha ya mazungumzo na ya maandishi,Kusoma matini kwa ufasaha na ufahamu,Kusoma matini ndefu changamani na kutathmini hoja zilizomo,5
2023-JSS015-Kidato III,Kuwasiliana katika miktadha mbalimbali,Kuwasiliana kwa ufasaha kwa njia ya mazungumzo,"Kutumia lugha fasaha katika mazungumzo ya hadhara (mf. mikutano ya hadhara, uwasilishaji mbele ya halaiki na mijadala mbalimbali)",5
2023-JSS015-Kidato III,Kuwasiliana katika miktadha mbalimbali,Kuwasiliana kwa njia ya maandishi katika miktadha mbalimbali,Kuandika barua na makala za magazetini,5
2023-JSS015-Kidato III,Kuthamini kazi za fasihi ya Kiswahili,Kukuza uelewa wa misingi ya fasihi ya Kiswahili,"Kufafanua dhana ya fasihi na fasihi ya Kiswahili (maana, aina na dhima)",5
2023-JSS015-Kidato III,Kuthamini kazi za fasihi ya Kiswahili,Kukuza uelewa wa misingi ya fasihi ya Kiswahili,Kuchambua tanzu za fasihi simulizi na andishi,5
2023-JSS015-Kidato III,Kuthamini kazi za fasihi ya Kiswahili,Kuhakiki kazi za fasihi ya Kiswahili,"Kujadili dhana ya uhakiki wa kazi za fasihi (maana ya uhakiki, mhakiki na sifa za mhakiki)",5
2023-JSS015-Kidato III,Kuthamini kazi za fasihi ya Kiswahili,Kuhakiki kazi za fasihi ya Kiswahili,Kufafanua misingi ya uhakiki wa kazi za fasihi simulizi na fasihi andishi (vipengele vya fani na maudhui),5
2023-JSS015-Kidato III,Kuthamini kazi za fasihi ya Kiswahili,Kuhakiki kazi za fasihi ya Kiswahili,Kuhakiki fani na maudhui katika kazi za fasihi simulizi (mashairi na maigizo),5
2023-JSS015-Kidato III,Kuthamini kazi za fasihi ya Kiswahili,Kuhakiki kazi za fasihi ya Kiswahili,Kuhakiki fani na maudhui katika tamthiliya,5
2023-JSS015-Kidato III,Kuthamini kazi za fasihi ya Kiswahili,Kuhakiki kazi za fasihi ya Kiswahili,Kutathmini namna maudhui ya kazi alizozihakiki yanavyosadifu jamii inayomzunguka,5
2023-JSS015-Kidato III,Kuthamini kazi za fasihi ya Kiswahili,Kubuni kazi za fasihi ya Kiswahili,"Kujadili kanuni za utunzi wa nyimbo, ngonjera na maigizo",5
2023-JSS015-Kidato III,Kuthamini kazi za fasihi ya Kiswahili,Kubuni kazi za fasihi ya Kiswahili,"Kutunga nyimbo, ngonjera na maigizo",5
2023-JSS015-Kidato III,Kuthamini kazi za fasihi ya Kiswahili,Kubuni kazi za fasihi ya Kiswahili,Kuimba nyimbo na kutamba ngonjera,5
2023-JSS015-Kidato III,Kuthamini kazi za fasihi ya Kiswahili,Kubuni kazi za fasihi ya Kiswahili,Kuigiza maigizo,5
2023-JSS015-Kidato III,Kutoa huduma ya lugha ya Kiswahili katika jamii,Kufanya tafsiri sahili katika lugha ya Kiswahili,"Kujadili dhana, misingi, kanuni, na hatua za tafsiri",5
2023-JSS015-Kidato III,Kutoa huduma ya lugha ya Kiswahili katika jamii,Kufanya tafsiri sahili katika lugha ya Kiswahili,Kutafsiri matini fupi sahili,5
2023-JSS015-Kidato III,Kutoa huduma ya lugha ya Kiswahili katika jamii,Kufanya tafsiri sahili katika lugha ya Kiswahili,Kutatua changamoto zinazojitokeza katika kutafsiri matini,5
2023-JSS015-Kidato III,Kutoa huduma ya lugha ya Kiswahili katika jamii,Kuhariri matini mbalimbali za Kiswahili,"Kujadili dhana, kanuni na misingi ya uhariri",10
2023-JSS015-Kidato III,Kutoa huduma ya lugha ya Kiswahili katika jamii,Kuhariri matini mbalimbali za Kiswahili,Kuhariri matini fupi za Kiswahili,10
2023-JSS015-Kidato IV,Kuwasiliana katika miktadha mbalimbali,Kuwasiliana kwa ufasaha kwa njia ya mazungumzo,Kuigiza usaili kwa kuzungumza na kuandika,8
2023-JSS015-Kidato IV,Kuwasiliana katika miktadha mbalimbali,Kuwasiliana kwa njia ya maandishi katika miktadha mbalimbali,Kuandika wasifukazi na tawasifu,8
2023-JSS015-Kidato IV,Kuthamini kazi za fasihi ya Kiswahili,Kuhakiki kazi za fasihi ya Kiswahili,Kujadili dhana ya mashairi andishi,7
2023-JSS015-Kidato IV,Kuthamini kazi za fasihi ya Kiswahili,Kuhakiki kazi za fasihi ya Kiswahili,Kuhakiki fani na maudhui katika mashairi andishi,7
2023-JSS015-Kidato IV,Kuthamini kazi za fasihi ya Kiswahili,Kuhakiki kazi za fasihi ya Kiswahili,Kuhakiki fani na maudhui katika riwaya,7
2023-JSS015-Kidato IV,Kuthamini kazi za fasihi ya Kiswahili,Kuhakiki kazi za fasihi ya Kiswahili,Kuhusianisha kazi za fasihi na maisha halisi,7
2023-JSS015-Kidato IV,Kuthamini kazi za fasihi ya Kiswahili,Kubuni kazi za fasihi ya Kiswahili,Kujadili kanuni za utunzi wa hadithi fupi simulizi na andishi,11
2023-JSS015-Kidato IV,Kuthamini kazi za fasihi ya Kiswahili,Kubuni kazi za fasihi ya Kiswahili,Kutunga hadithi fupi simulizi na andishi,11
2023-JSS015-Kidato IV,Kuthamini kazi za fasihi ya Kiswahili,Kubuni kazi za fasihi ya Kiswahili,Kutamba hadithi,10
2023-JSS015-Kidato IV,Kutoa huduma ya lugha ya Kiswahili katika jamii,Kufanya tafsiri sahili katika lugha ya Kiswahili,Kutafsiri matini ndefu sahili,10
2023-JSS015-Kidato IV,Kutoa huduma ya lugha ya Kiswahili katika jamii,Kufanya tafsiri sahili katika lugha ya Kiswahili,Kutathmini matini zilizotafsiriwa,10
2023-JSS015-Kidato IV,Kutoa huduma ya lugha ya Kiswahili katika jamii,Kuhariri matini mbalimbali za Kiswahili,Kuhariri matini ndefu za Kiswahili,10
2023-JSS015-Kidato IV,Kutoa huduma ya lugha ya Kiswahili katika jamii,Kuhariri matini mbalimbali za Kiswahili,Kutathmini matini zilizohaririwa,10
2023-JSS015-Kidato IV,Kutoa huduma ya lugha ya Kiswahili katika jamii,Kufanya ukalimani sahili kwa lugha ya Kiswahili,Kujadili dhana na misingi ya ukalimani (maana na istilahi zinazotokana na fasili ya ukalimani),8
2023-JSS015-Kidato IV,Kutoa huduma ya lugha ya Kiswahili katika jamii,Kufanya ukalimani sahili kwa lugha ya Kiswahili,Kueleza stadi muhimu katika ukalimani,8
2023-JSS015-Kidato IV,Kutoa huduma ya lugha ya Kiswahili katika jamii,Kufanya ukalimani sahili kwa lugha ya Kiswahili,Kukalimani mazungumzo mafupi na sahili katika miktadha mbalimbali,8
